fecha,sena,mano,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
2026-07-12 20:52:01.161625,A,Right,0.3470655083656311,0.3838288187980652,0.41845446825027466,0.4404977560043335,0.44122645258903503,0.39699554443359375,0.3991071879863739,0.4018559753894806,0.4052186906337738,0.36351051926612854,0.36936572194099426,0.3713684678077698,0.3708815276622772,0.33115971088409424,0.3450188636779785,0.352632999420166,0.35420459508895874,0.30016130208969116,0.3125402331352234,0.3194299340248108,0.32012808322906494,0.7711685299873352,0.7500527501106262,0.7138597369194031,0.6940734386444092,0.6928274631500244,0.6291083693504333,0.5596358776092529,0.5129668116569519,0.475021630525589,0.625626266002655,0.5675203800201416,0.534678041934967,0.512008547782898,0.6363836526870728,0.6294596195220947,0.6749823689460754,0.7146553993225098,0.6566614508628845,0.6448051929473877,0.677276074886322,0.7097557783126831,3.4749956512314384e-07,-0.019218793138861656,-0.03339989110827446,-0.04907916858792305,-0.06540250778198242,-0.023168278858065605,-0.045909710228443146,-0.062339745461940765,-0.0729827880859375,-0.02897282876074314,-0.0535878948867321,-0.0664018914103508,-0.07206588238477707,-0.03702018782496452,-0.06498308479785919,-0.06443928182125092,-0.056333933025598526,-0.04728315770626068,-0.06550288200378418,-0.0598791167140007,-0.050990231335163116
2026-07-12 20:52:01.279452,A,Right,0.36698460578918457,0.39979100227355957,0.4244040548801422,0.4410770535469055,0.44844722747802734,0.4055614173412323,0.41173508763313293,0.41623759269714355,0.4209851026535034,0.377048134803772,0.39519575238227844,0.41315576434135437,0.4223814010620117,0.34803181886672974,0.3617345690727234,0.3785090148448944,0.38635486364364624,0.3186810612678528,0.3247944712638855,0.34016555547714233,0.34935086965560913,0.7674013376235962,0.7363472580909729,0.7003413438796997,0.6788062453269958,0.669352114200592,0.6060783267021179,0.5370242595672607,0.4938846230506897,0.4567347764968872,0.6097038984298706,0.5826364159584045,0.6258153915405273,0.6662880182266235,0.6247545480728149,0.6060295701026917,0.6482754945755005,0.6849250197410583,0.6466725468635559,0.6223645806312561,0.6483323574066162,0.677223265171051,1.5772384642787074e-07,-0.014391748234629631,-0.02855069190263748,-0.04467759281396866,-0.06146871671080589,-0.023918278515338898,-0.04347940906882286,-0.05759245529770851,-0.06818725168704987,-0.031554557383060455,-0.06083182245492935,-0.07279825210571289,-0.07686077803373337,-0.04024307429790497,-0.06587114185094833,-0.06492865085601807,-0.05971440300345421,-0.05057062208652496,-0.06646595150232315,-0.0627000704407692,-0.057132065296173096
2026-07-12 20:52:01.375280,A,Right,0.3858007490634918,0.41561219096183777,0.4400375187397003,0.45272746682167053,0.447261244058609,0.4132562279701233,0.4181010127067566,0.42303627729415894,0.42755067348480225,0.3854741156101227,0.40358519554138184,0.421749472618103,0.4305897057056427,0.35777199268341064,0.36907386779785156,0.38789328932762146,0.3982824385166168,0.3304358720779419,0.3255573511123657,0.3420192301273346,0.35583677887916565,0.767122745513916,0.7349350452423096,0.698030948638916,0.6790738105773926,0.6750487685203552,0.6114441752433777,0.5372905731201172,0.4921698570251465,0.4544464349746704,0.616155207157135,0.5848825573921204,0.6270139217376709,0.6666571497917175,0.6324902176856995,0.6101239323616028,0.6505410671234131,0.6859642863273621,0.6561007499694824,0.6224172115325928,0.6402639746665955,0.6659658551216125,1.277406198596509e-07,-0.014266313053667545,-0.028067799285054207,-0.0435904823243618,-0.06009313836693764,-0.027384502813220024,-0.04766245186328888,-0.0613771490752697,-0.07123943418264389,-0.03511033207178116,-0.06637518107891083,-0.0782780796289444,-0.08134790509939194,-0.043659333139657974,-0.06993530690670013,-0.06989393383264542,-0.06461089104413986,-0.05381765961647034,-0.06903485208749771,-0.06612903624773026,-0.061279959976673126
2026-07-12 20:52:01.477673,A,Right,0.3865310549736023,0.4198196828365326,0.4450133740901947,0.4584825038909912,0.44711947441101074,0.41495412588119507,0.41876456141471863,0.42336681485176086,0.42768487334251404,0.3873092532157898,0.402477502822876,0.4214538037776947,0.43087390065193176,0.3596021831035614,0.36668476462364197,0.3877843916416168,0.400800883769989,0.3322330117225647,0.3215658962726593,0.3390754461288452,0.35573455691337585,0.7788006663322449,0.7434212565422058,0.7053005695343018,0.6848697066307068,0.6821883320808411,0.6164944767951965,0.5424619317054749,0.4968019425868988,0.4585806131362915,0.623468279838562,0.591969907283783,0.6365567445755005,0.6777931451797485,0.6431461572647095,0.6175222396850586,0.6575943231582642,0.6942805647850037,0.6694183349609375,0.6307744383811951,0.6437460780143738,0.6671806573867798,1.1396621601988954e-07,-0.013956963084638119,-0.02815323695540428,-0.044407766312360764,-0.06194322928786278,-0.02805268205702305,-0.048863183706998825,-0.06288269907236099,-0.07314200699329376,-0.03709417209029198,-0.06936030834913254,-0.08206824213266373,-0.08582846075296402,-0.046950649470090866,-0.07383351773023605,-0.07554338872432709,-0.07169097661972046,-0.05847607180476189,-0.07381891459226608,-0.07280401885509491,-0.06988343596458435
2026-07-12 20:52:01.563866,A,Right,0.38822802901268005,0.4177789092063904,0.44168782234191895,0.45520010590553284,0.449605792760849,0.41448643803596497,0.41736334562301636,0.4209499955177307,0.42391762137413025,0.38712531328201294,0.40162792801856995,0.4197547435760498,0.42817386984825134,0.3600557744503021,0.36527562141418457,0.38609471917152405,0.39831534028053284,0.33277180790901184,0.31972065567970276,0.3375365138053894,0.3542683720588684,0.7794365882873535,0.7477391362190247,0.7104805707931519,0.6889085173606873,0.6854137778282166,0.6219700574874878,0.5431455969810486,0.49683678150177,0.4571751356124878,0.629597544670105,0.5935791730880737,0.6407334804534912,0.6819821000099182,0.6476757526397705,0.6188386082649231,0.6595549583435059,0.6951398849487305,0.6716609597206116,0.6298253536224365,0.6451628804206848,0.6702612042427063,6.965538545955496e-08,-0.014749077148735523,-0.029195250943303108,-0.04536829888820648,-0.06251266598701477,-0.029636714607477188,-0.04999016225337982,-0.0627923458814621,-0.07217122614383698,-0.037821684032678604,-0.07108382135629654,-0.08267587423324585,-0.08506430685520172,-0.046771090477705,-0.07413475960493088,-0.07437628507614136,-0.06918603181838989,-0.05736377835273743,-0.07328580319881439,-0.07146096974611282,-0.0676087811589241
2026-07-12 20:52:01.679293,A,Right,0.3897317349910736,0.4181707501411438,0.44279029965400696,0.4562351405620575,0.4498407244682312,0.4144880771636963,0.4170970022678375,0.4203772246837616,0.4230991005897522,0.38654667139053345,0.40309008955955505,0.4212900698184967,0.42931148409843445,0.3589605689048767,0.36677950620651245,0.38733601570129395,0.39900919795036316,0.3315562903881073,0.32222750782966614,0.3404305577278137,0.35677021741867065,0.7753957509994507,0.744656503200531,0.7074799537658691,0.686410129070282,0.6836714744567871,0.6188210248947144,0.539878785610199,0.4934476912021637,0.4542105793952942,0.6254457831382751,0.5932456851005554,0.6409189105033875,0.6825014352798462,0.6432879567146301,0.617209792137146,0.6592435240745544,0.6955968737602234,0.6675798296928406,0.6291391253471375,0.6448836922645569,0.6692262887954712,8.777043802865592e-08,-0.015535899437963963,-0.03076828457415104,-0.047666240483522415,-0.06548203527927399,-0.030906135216355324,-0.05210588499903679,-0.0655464231967926,-0.07523216307163239,-0.03892190009355545,-0.07333134114742279,-0.08508545905351639,-0.08732350915670395,-0.04773789271712303,-0.07617710530757904,-0.07578933984041214,-0.06980637460947037,-0.0582408532500267,-0.07475366443395615,-0.0722862184047699,-0.06765659898519516
2026-07-12 20:52:01.781038,A,Right,0.38923460245132446,0.41936081647872925,0.4425712823867798,0.4561493694782257,0.45571964979171753,0.41642579436302185,0.4198242723941803,0.4239743649959564,0.42804408073425293,0.3882812559604645,0.40306371450424194,0.423147976398468,0.4328100383281708,0.360738605260849,0.36644619703292847,0.3881261944770813,0.39979568123817444,0.33282768726348877,0.3231390416622162,0.34170350432395935,0.3575146198272705,0.7776584625244141,0.7453085780143738,0.7098356485366821,0.6894563436508179,0.6872251033782959,0.6188598275184631,0.5397082567214966,0.49476712942123413,0.4551379680633545,0.6271809935569763,0.5933903455734253,0.641634464263916,0.682809054851532,0.6454412341117859,0.6142973899841309,0.6573563814163208,0.6949578523635864,0.6692595481872559,0.6282281875610352,0.6461442112922668,0.6727868914604187,9.985781446175679e-08,-0.017521057277917862,-0.034989383071660995,-0.05432209372520447,-0.07446132600307465,-0.03236271068453789,-0.05521992966532707,-0.07019472122192383,-0.08124776184558868,-0.04069437459111214,-0.07704032957553864,-0.0903080403804779,-0.09378658980131149,-0.050117477774620056,-0.08034489303827286,-0.08037547022104263,-0.07459470629692078,-0.06147024407982826,-0.0793309360742569,-0.07724256813526154,-0.07282596081495285
2026-07-12 20:52:01.861308,A,Right,0.39085686206817627,0.42038193345069885,0.44296202063560486,0.4554218351840973,0.45467865467071533,0.41688570380210876,0.42040783166885376,0.4233672022819519,0.4263600707054138,0.3880629241466522,0.40379035472869873,0.42366957664489746,0.43338656425476074,0.3603071868419647,0.3670496344566345,0.3882914185523987,0.3999682366847992,0.3325175642967224,0.32335060834884644,0.3415904939174652,0.35727423429489136,0.7773605585098267,0.7448029518127441,0.7076260447502136,0.6879850029945374,0.6881077289581299,0.6194713711738586,0.5402324795722961,0.4940093159675598,0.45375365018844604,0.6269354820251465,0.5940515995025635,0.6429135203361511,0.6848389506340027,0.6449212431907654,0.6168893575668335,0.6598988175392151,0.6968698501586914,0.6687600612640381,0.629723846912384,0.6478739380836487,0.6740622520446777,9.179809268289318e-08,-0.016545264050364494,-0.03310362994670868,-0.051457684487104416,-0.07053695619106293,-0.032134246081113815,-0.05422212928533554,-0.06820221990346909,-0.0785307064652443,-0.040315113961696625,-0.07614091038703918,-0.08823047578334808,-0.09074579924345016,-0.049450334161520004,-0.07885213941335678,-0.0782463476061821,-0.0720890536904335,-0.060434773564338684,-0.07760782539844513,-0.07514133304357529,-0.07047869265079498
2026-07-12 20:52:01.973319,A,Right,0.388888955116272,0.4180908203125,0.44110673666000366,0.45406344532966614,0.4543274939060211,0.41578909754753113,0.4196231961250305,0.4230663478374481,0.4263518750667572,0.3877331018447876,0.4031100869178772,0.42321738600730896,0.43300309777259827,0.3603111207485199,0.3666036128997803,0.3882865905761719,0.4003959000110626,0.3328147530555725,0.3229546844959259,0.34136322140693665,0.3572467267513275,0.7808523178100586,0.7481048107147217,0.7120229601860046,0.6922991275787354,0.6905876994132996,0.6219300627708435,0.5418521165847778,0.49537622928619385,0.45464271306991577,0.6289092898368835,0.594542384147644,0.6418984532356262,0.6829787492752075,0.6464987397193909,0.618206799030304,0.6598684191703796,0.6955066919326782,0.6700354814529419,0.6301900148391724,0.6482263803482056,0.6745761632919312,8.804559570307902e-08,-0.015970753505825996,-0.03235465660691261,-0.05051417276263237,-0.06935957819223404,-0.031701136380434036,-0.05352538079023361,-0.06762035191059113,-0.07812674343585968,-0.04014609754085541,-0.07524619996547699,-0.08757036924362183,-0.09057071805000305,-0.04945544898509979,-0.07800106704235077,-0.07756250351667404,-0.07192950695753098,-0.06059443950653076,-0.07696030288934708,-0.074233278632164,-0.06966928392648697
2026-07-12 20:52:02.073396,A,Right,0.3913075923919678,0.419471800327301,0.4402332305908203,0.45253580808639526,0.45832034945487976,0.416612446308136,0.420465350151062,0.42402857542037964,0.42769721150398254,0.3883602023124695,0.4039997458457947,0.42551589012145996,0.4356970191001892,0.36103561520576477,0.36739683151245117,0.3897254168987274,0.40100881457328796,0.33299902081489563,0.3222261965274811,0.3415517807006836,0.3575804829597473,0.7806658744812012,0.7479335069656372,0.7119351625442505,0.6959846019744873,0.6963647603988647,0.6229044795036316,0.5436303615570068,0.49869999289512634,0.45950037240982056,0.6308798789978027,0.5956395864486694,0.6444948315620422,0.6869585514068604,0.6501407027244568,0.6182755827903748,0.6611469388008118,0.6988816261291504,0.6756473183631897,0.633844256401062,0.6517511010169983,0.6794852614402771,8.812591545392934e-08,-0.016828108578920364,-0.034302834421396255,-0.05364062637090683,-0.07383568584918976,-0.033519674092531204,-0.05599968135356903,-0.0704033225774765,-0.08119463920593262,-0.04213473200798035,-0.07857300341129303,-0.09171277284622192,-0.0952121689915657,-0.05160658061504364,-0.08172794431447983,-0.08210606873035431,-0.07678896933794022,-0.06285706907510757,-0.08153567463159561,-0.08012155443429947,-0.0761556476354599
